Name,Release_Year,Description,Minimum_Players,Maximum_Players,Minimum_Time,Maximum_Time,Age_Rating,Complexity_Score,BGG_Rating,Game_Categories,Game_Mechanics,BGG_Rank,Complexity_Category
Commands & Colors: Ancients,2006,Accessible tactical wargame from the dawn of history to the opening of the Dark Age.,2,2,40,80,12,2.7,7.78,"['ancient', 'wargame']","['campaign-battle-card-driven', 'command-cards', 'dice-rolling', 'hand-management', 'hexagon-grid', 'modular-board', 'scenario-mission-campaign-game', 'simulation']",226,Medium
Star Wars: The Deckbuilding Game,2023,The Rebels and Empire go head-to-head to eliminate one another's bases.,2,2,10,50,12,2.0,7.87,"['card-game', 'fighting', 'movies-tv-radio-theme', 'science-fiction']","['deck-bag-and-pool-building', 'open-drafting', 'tug-of-war']",227,Light
Captain Sonar,2016,"Torpedoes away! Hunt for your opponent's sub in this exciting, real-time team game.",2,8,45,60,14,2.2,7.51,"['deduction', 'fighting', 'modern-warfare', 'nautical', 'real-time']","['deduction', 'grid-movement', 'hidden-movement', 'line-drawing', 'real-time', 'role-playing', 'secret-unit-deployment', 'simulation', 'team-based-game']",228,Medium
Suburbia,2012,Expand your meager neighborhood into a sprawling suburb to attract the most citizens.,1,4,60,90,8,2.8,7.47,"['city-building', 'economic']","['auction-dutch', 'catch-the-leader', 'end-game-bonuses', 'hexagon-grid', 'income', 'open-drafting', 'set-collection', 'solo-solitaire-game', 'tile-placement']",229,Medium
Carcassonne,2000,"Shape the medieval landscape of France, claiming cities, monasteries and farms.",2,5,30,45,7,1.9,7.41,"['medieval', 'territory-building']","['area-majority-influence', 'enclosure', 'map-addition', 'pattern-building', 'tile-placement']",230,Light
Village,2011,"Send your villagers to work, travel, pray, and in death become a part of history!",2,4,60,90,12,3.1,7.49,"['economic', 'farming', 'medieval']","['area-majority-influence', 'contracts', 'set-collection', 'turn-order-claim-action', 'worker-placement', 'worker-placement-different-worker-types']",231,Medium
Splendor,2014,"Renaissance merchants race to grab gems, acquire property, and please nobility.",2,4,10,50,10,1.8,7.42,"['card-game', 'economic', 'renaissance']","['contracts', 'open-drafting', 'race', 'set-collection']",232,Light
Dead of Winter: A Crossroads Game,2014,"As you struggle to keep survivors alive, how will you value group vs. personal needs?",2,5,60,120,13,3.0,7.46,"['bluffing', 'deduction', 'horror', 'zombies']","['action-points', 'area-movement', 'dice-rolling', 'hand-management', 'narrative-choice-paragraph', 'push-your-luck', 'scenario-mission-campaign-game', 'semi-cooperative-game', 'storytelling', 'trading', 'traitor-game', 'turn-order-progressive', 'variable-player-powers', 'voting']",233,Medium
Ankh: Gods of Egypt,2021,Take the role of Egyptian gods fighting to survive and be remembered.,2,5,70,110,14,3.1,7.78,"['ancient', 'fantasy', 'fighting', 'miniatures', 'mythology']","['action-retrieval', 'alliances', 'area-majority-influence', 'auction-sealed-bid', 'card-play-conflict-resolution', 'grid-movement', 'hexagon-grid', 'kill-steal', 'player-elimination', 'race', 'tech-trees-tech-tracks', 'variable-player-powers']",234,Medium
Clash of Cultures: Monumental Edition,2021,Advance your ancient civilization from tiny settlement to mighty empire.,2,4,180,240,14,3.7,8.31,"['ancient', 'city-building', 'civilization', 'economic', 'territory-building']","['action-points', 'dice-rolling', 'grid-movement', 'hand-management', 'modular-board', 'trading', 'variable-player-powers']",235,Medium
Aeon's End: Legacy,2019,Defend your increasingly desperate home from The Nameless in an evolving campaign.,1,4,45,90,14,2.8,8.06,"['card-game', 'fantasy', 'science-fiction']","['cooperative-game', 'deck-bag-and-pool-building', 'hand-management', 'legacy-game', 'open-drafting', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'variable-phase-order', 'variable-player-powers']",236,Medium
Tichu,1991,Be the first team to empty your hands in this popular partnership climbing card game.,4,4,40,80,10,2.3,7.58,['card-game'],"['hand-management', 'ladder-climbing', 'predictive-bid', 'team-based-game']",237,Medium
Return to Dark Tower,2022,Cooperative or competitive strategy game pitting heroes against an ominous Tower.,1,4,100,120,10,2.7,8.25,"['adventure', 'electronic', 'fantasy', 'fighting']","['area-movement', 'cooperative-game', 'events', 'push-your-luck', 'random-production', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'sudden-death-ending', 'trading', 'variable-player-powers', 'variable-set-up']",238,Medium
Nidavellir,2020,Assemble and prepare a formidable crew of dwarfs to fight the mighty Fafnir!,2,5,25,65,10,2.1,7.58,"['card-game', 'fantasy', 'mythology']","['auction-bidding', 'auction-sealed-bid', 'constrained-bidding', 'selection-order-bid', 'set-collection', 'simultaneous-action-selection']",239,Medium
Star Realms: Colony Wars,2015,"Expand your fleet, defend your bases, and prevail in the battle for the colonies.",2,2,5,40,12,1.9,7.8,"['card-game', 'fighting', 'science-fiction']","['deck-bag-and-pool-building', 'delayed-purchase', 'hand-management', 'open-drafting', 'take-that']",240,Light
Forest Shuffle,2023,Gather the most valuable trees and attract species to them.,2,5,40,60,10,2.2,7.69,"['animals', 'card-game', 'educational', 'environmental']","['end-game-bonuses', 'hand-management', 'layering', 'multi-use-cards', 'open-drafting', 'set-collection', 'tags']",241,Medium
The Taverns of Tiefenthal,2019,Build your way to the best Tavern in town with this deckbuilding dice drafting game.,2,4,40,80,12,2.7,7.58,"['card-game', 'dice', 'medieval']","['deck-bag-and-pool-building', 'dice-rolling', 'open-drafting', 'worker-placement', 'worker-placement-with-dice-workers']",242,Medium
Paths of Glory,1999,Step into the shoes of rulers and generals who triumphed or failed in the Great War.,2,2,460,500,14,3.9,8.07,"['wargame', 'world-war-i']","['campaign-battle-card-driven', 'dice-rolling', 'point-to-point-movement']",243,Medium
YINSH,2003,"Move rings over pieces to flip them, creating rows of five in your color.",2,2,30,60,9,2.6,7.71,['abstract-strategy'],"['catch-the-leader', 'grid-movement', 'pattern-building']",244,Medium
Under Falling Skies,2020,You alone command the forces of a city holding off invading aliens.,1,1,20,40,12,2.4,7.64,"['dice', 'science-fiction']","['dice-rolling', 'modular-board', 'once-per-game-abilities', 're-rolling-and-locking', 'scenario-mission-campaign-game', 'solo-solitaire-game', 'square-grid', 'sudden-death-ending', 'variable-set-up', 'worker-placement', 'worker-placement-with-dice-workers']",245,Medium
Coimbra,2018,Spread your influence across monasteries of Portugal and beyond!,2,4,60,90,14,3.3,7.61,"['dice', 'renaissance']","['action-drafting', 'auction-bidding', 'dice-rolling', 'end-game-bonuses', 'income', 'open-drafting', 'point-to-point-movement', 'set-collection', 'tech-trees-tech-tracks', 'turn-order-stat-based', 'variable-set-up', 'worker-placement-with-dice-workers']",246,Medium
Ticket to Ride,2004,Build your railroad across North America to connect cities and complete tickets.,2,5,30,60,8,1.8,7.39,['trains'],"['connections', 'contracts', 'end-game-bonuses', 'hand-management', 'network-and-route-building', 'open-drafting', 'push-your-luck', 'set-collection']",247,Light
Nations,2013,"Steer the fate of your nation, from the ancient world until the outbreak of WW1.",1,5,40,200,14,3.5,7.6,"['card-game', 'civilization', 'economic']","['events', 'open-drafting', 'variable-player-powers']",248,Medium
Near and Far,2017,Explore the lands to discover the Last Ruin and become the most storied traveller.,2,4,90,120,13,2.9,7.67,"['adventure', 'exploration', 'fantasy', 'fighting']","['dice-rolling', 'multiple-maps', 'narrative-choice-paragraph', 'network-and-route-building', 'open-drafting', 'scenario-mission-campaign-game', 'set-collection', 'storytelling', 'variable-player-powers', 'worker-placement']",249,Medium
My City,2020,Develop your city through the ages in this family-friendly legacy experience.,2,4,10,50,10,2.0,7.62,['city-building'],"['bingo', 'catch-the-leader', 'grid-coverage', 'legacy-game', 'pattern-building', 'scenario-mission-campaign-game', 'tile-placement']",250,Light
Combat Commander: Europe,2006,Recreate the European theater of World War II in this acclaimed card-driven wargame.,2,2,60,180,12,3.3,7.95,"['wargame', 'world-war-ii']","['advantage-token', 'campaign-battle-card-driven', 'grid-movement', 'hexagon-grid', 'line-of-sight', 'movement-points', 'simulation', 'variable-phase-order']",251,Medium
Calico,2020,"Sew a quilt, collect buttons, attract cats!",1,4,30,45,10,2.2,7.51,"['animals', 'puzzle']","['enclosure', 'end-game-bonuses', 'grid-coverage', 'hexagon-grid', 'open-drafting', 'pattern-building', 'set-collection', 'solo-solitaire-game', 'tile-placement']",252,Medium
Cyclades,2009,"Win the favor of the Gods in this competitive auction, area control game.",2,5,60,90,13,2.8,7.5,"['ancient', 'city-building', 'civilization', 'fighting', 'miniatures', 'mythology', 'nautical']","['area-majority-influence', 'area-movement', 'auction-bidding', 'auction-fixed-placement', 'dice-rolling', 'open-drafting', 'set-collection', 'variable-phase-order']",253,Medium
John Company: Second Edition,2022,Promise and cajole your way to the top whilst running the East India Company.,1,6,90,240,13,4.5,8.28,"['economic', 'educational', 'negotiation', 'political']","['bribery', 'dice-rolling', 'negotiation', 'push-your-luck', 'simulation', 'voting']",254,Heavy
KLASK,2014,"Use magnets to push a ball into the goal, but beware of falling in yourself!",2,2,5,30,8,1.1,7.63,"['action-dexterity', 'real-time']","['real-time', 'score-and-reset-game']",255,Light
Secret Hitler,2016,"In pre-WW2 Germany, Liberals and Fascists square off in an intrigue-filled parliament",5,10,25,65,13,1.7,7.5,"['bluffing', 'card-game', 'deduction', 'humor', 'party-game', 'political', 'print-and-play', 'spies-secret-agents']","['hidden-roles', 'player-elimination', 'team-based-game', 'traitor-game', 'voting']",256,Light
Dinosaur Island,2017,Clone dinosaurs and build attractions to gain the most excitement.,1,4,90,120,8,3.0,7.55,"['animals', 'economic', 'science-fiction']","['action-points', 'dice-rolling', 'income', 'set-collection', 'tile-placement', 'worker-placement']",257,Medium
La Granja,2014,Develop your farm and compete to deliver goods to the market at the right time.,1,4,90,120,12,3.6,7.6,"['economic', 'farming']","['area-majority-influence', 'automatic-resource-growth', 'contracts', 'dice-rolling', 'hand-management', 'hidden-victory-points', 'income', 'multi-use-cards', 'open-drafting', 'simultaneous-action-selection', 'solo-solitaire-game', 'variable-player-powers', 'victory-points-as-a-resource']",258,Medium
Codenames: Duet,2017,"Swap one-word coded clues with your partner, trying to identify specific word cards.",2,2,15,30,11,1.4,7.42,"['card-game', 'deduction', 'spies-secret-agents', 'word-game']","['communication-limits', 'cooperative-game', 'memory', 'push-your-luck']",259,Light
Camel Up (Second Edition),2018,Place your bets and bend the odds in this crazy camel-stacking race!,3,8,30,45,8,1.5,7.57,"['animals', 'arabian', 'dice', 'racing']","['betting-and-bluffing', 'dice-rolling', 'roll-spin-and-move', 'track-movement']",260,Light
Fantasy Realms,2017,Build the greatest fantasy kingdom by constructing the best hand.,2,7,5,40,14,1.8,7.51,"['card-game', 'fantasy']","['end-game-bonuses', 'hand-management', 'open-drafting', 'set-collection']",261,Light
Legendary: A Marvel Deck Building Game,2012,Assemble Marvel's finest Heroes to combat Masterminds and thwart their Schemes!,1,5,30,60,14,2.4,7.53,"['card-game', 'comic-book-strip']","['deck-bag-and-pool-building', 'events', 'open-drafting', 'semi-cooperative-game', 'solo-solitaire-game', 'variable-set-up']",262,Medium
Century: Golem Edition,2017,Snatch up costly crystals and synthesize them to create wondrous golems.,2,5,30,45,8,1.7,7.59,"['card-game', 'economic', 'fantasy']","['action-retrieval', 'contracts', 'deck-bag-and-pool-building', 'hand-management', 'increase-value-of-unchosen-resources', 'open-drafting', 'set-collection']",263,Light
Hanamikoji,2013,Win the favor of the geishas through careful speculation and bold moves.,2,2,5,35,10,1.7,7.47,"['card-game', 'medieval', 'video-game-theme']","['area-majority-influence', 'force-commitment', 'hand-management', 'i-cut-you-choose', 'race']",264,Light
Deception: Murder in Hong Kong,2014,"Interpret forensic evidence to solve a murder. Beware, the murderer may be among you!",4,12,5,40,14,1.6,7.44,"['bluffing', 'deduction', 'murder-mystery', 'party-game']","['communication-limits', 'deduction', 'events', 'finale-ending', 'hidden-roles', 'storytelling', 'team-based-game', 'traitor-game', 'variable-set-up']",265,Light
MicroMacro: Crime City,2020,Find the small traces to solve the big cases.,1,4,15,45,12,1.1,7.48,"['deduction', 'murder-mystery']","['cooperative-game', 'deduction', 'scenario-mission-campaign-game', 'solo-solitaire-game']",266,Light
"Unmatched: Battle of Legends, Volume One",2019,Heroes and villains of legend (and their sidekicks) fight to the death.,2,4,20,40,9,1.9,7.72,"['card-game', 'fantasy', 'fighting', 'mythology', 'novel-based']","['action-points', 'campaign-battle-card-driven', 'card-play-conflict-resolution', 'hand-management', 'line-of-sight', 'player-elimination', 'point-to-point-movement', 'team-based-game', 'variable-player-powers']",267,Light
Sushi Go Party!,2016,Pass sushi around a bigger table and take the best dishes. Save room for dessert!,2,8,5,40,8,1.3,7.39,"['card-game', 'party-game']","['closed-drafting', 'end-game-bonuses', 'hand-management', 'set-collection', 'simultaneous-action-selection', 'variable-set-up']",268,Light
Zombicide: Black Plague,2015,Work together to kill zombies in the Middle Ages! Then kill more zombies!,1,6,60,180,14,2.5,7.61,"['adventure', 'fantasy', 'fighting', 'horror', 'medieval', 'miniatures', 'zombies']","['cooperative-game', 'dice-rolling', 'modular-board', 'scenario-mission-campaign-game', 'turn-order-progressive', 'variable-player-powers']",269,Medium
Flamme Rouge,2016,Riders negotiate the peloton and avoid exhaustion in this card-pedaled Tour de Force.,2,4,30,45,8,1.7,7.49,"['racing', 'sports']","['catch-the-leader', 'hand-management', 'modular-board', 'programmed-movement', 'race', 'simulation', 'simultaneous-action-selection', 'track-movement']",270,Light
